gameID,teamID,season,goals,goals_percent,shots,shotsOnTarget,fouls,corners,yellowCards,redCards,result
4673,72,2014,2,182.65,14,4,10,1,2,0,W
4673,81,2014,1,111.96,14,3,13,5,3,0,L
4674,80,2014,2,436.61,21,8,7,15,1,0,W
4674,76,2014,0,9.3,5,1,9,0,0,1,L
4675,83,2014,1,200.19,23,9,12,11,2,0,L
4675,89,2014,2,127.91,12,2,8,5,1,0,W
4676,78,2014,3,147.31,15,5,21,4,1,0,W
4676,87,2014,1,95.3,12,1,10,3,2,0,L
4677,91,2014,1,94.24,10,2,15,3,3,1,L
4677,82,2014,2,216.44,23,6,9,9,1,0,W
4678,71,2014,1,113.23,7,1,15,2,1,0,D
4678,74,2014,1,86.32,16,4,17,8,2,0,D
4679,76,2014,0,31.53,8,1,9,4,2,0,L
4679,83,2014,1,105.6,17,5,10,4,1,0,W
4680,81,2014,1,109.98,12,3,9,6,3,0,W
4680,86,2014,0,24.66,7,1,16,2,2,1,L
4681,84,2014,1,146.26,18,4,6,4,0,0,D
4681,78,2014,1,150.96,11,5,12,6,2,0,D
4682,87,2014,1,171.03,16,3,11,5,0,0,W
4682,85,2014,0,87.54,13,4,9,5,3,0,L
4683,89,2014,3,176.89,15,7,12,7,2,0,W
4683,91,2014,0,23.04,4,2,12,0,2,0,L
4684,202,2014,3,298.19,33,6,8,11,3,0,W
4684,75,2014,2,210.01,19,5,17,5,2,0,L
4685,92,2014,1,230.58,11,4,8,1,3,0,D
4685,71,2014,1,108.73,18,7,8,5,4,0,D
4686,77,2014,0,103.13,12,3,13,2,3,0,D
4686,80,2014,0,76.12,24,6,10,8,2,0,D
4687,74,2014,0,80.44,13,4,10,8,1,0,L
4687,88,2014,3,213.21,15,6,13,6,2,1,W
4688,82,2014,2,113.11,13,6,15,3,5,0,W
4688,72,2014,1,93.43,10,5,5,4,1,0,L
4689,91,2014,2,107.21,15,2,6,6,1,0,W
4689,78,2014,0,61.61,11,2,14,7,2,0,L
4690,75,2014,2,157.77,15,6,16,9,2,0,D
4690,92,2014,2,95.77,10,4,12,3,2,0,D
4691,87,2014,2,156.16,19,7,12,5,2,0,W
4691,76,2014,1,143.84,8,4,15,5,2,0,L
4692,77,2014,3,140.55,8,3,10,7,3,0,W
4692,85,2014,1,47.82,11,5,17,4,4,0,L
4693,84,2014,2,155.24,11,5,11,3,1,0,D
4693,86,2014,2,118.6,9,4,15,1,3,0,D
4694,71,2014,0,69.03,6,1,4,0,0,0,L
4694,88,2014,2,230.63,27,7,6,7,1,0,W
4695,89,2014,2,162.39,15,4,18,11,4,0,W
4695,72,2014,1,213.56,10,6,11,6,3,0,L
4696,82,2014,1,89.87,9,4,15,10,2,0,W
4696,74,2014,0,114.59,7,3,9,5,1,0,L
4697,80,2014,2,140.26,5,3,14,2,4,0,W
4697,83,2014,0,33.07,10,0,10,2,3,0,L
4698,81,2014,2,164.04,11,3,10,7,2,0,W
4698,202,2014,0,69.73,10,3,11,5,2,0,L
4699,88,2014,4,375.04,20,12,11,3,1,0,W
4699,82,2014,1,232.31,19,7,9,4,2,1,L
4700,72,2014,3,167.02,15,6,11,3,2,0,W
4700,71,2014,0,37.21,10,2,16,4,2,0,L
4701,92,2014,1,174.4,17,3,3,5,0,0,L
4701,81,2014,3,284.14,22,6,10,7,1,0,W
4702,78,2014,1,116.78,7,4,13,3,1,1,L
4702,80,2014,2,101.52,14,5,7,2,1,1,W
4703,74,2014,8,371.1,21,10,11,5,1,0,W
4703,77,2014,0,92.18,13,1,8,6,3,0,L
4704,86,2014,1,219.29,19,6,13,10,0,0,W
4704,75,2014,0,65.04,7,2,15,7,3,0,L
4705,83,2014,2,214.85,25,9,9,10,2,0,D
4705,91,2014,2,55.21,4,4,13,0,2,0,D
4706,202,2014,2,260.85,15,5,10,7,2,0,L
4706,87,2014,3,151.81,15,4,15,2,3,0,W
4707,85,2014,2,175.84,17,3,17,3,4,0,W
4707,84,2014,1,226.83,13,5,7,5,1,0,L
4708,76,2014,2,61.66,8,2,6,0,1,0,D
4708,89,2014,2,93.4,22,7,8,11,2,0,D
4709,81,2014,2,262.63,12,4,12,4,2,0,W
4709,88,2014,1,186.43,21,5,14,8,1,0,L
4710,74,2014,1,137.58,20,2,10,6,0,0,W
4710,85,2014,0,86.76,8,1,12,3,2,0,L
4711,77,2014,0,44.15,11,3,11,3,3,0,L
4711,83,2014,2,147.08,15,5,9,3,3,0,W
4712,76,2014,2,145.72,17,4,14,6,3,0,D
4712,78,2014,2,177.35,8,6,8,3,1,0,D
4713,87,2014,0,67.89,17,4,12,14,3,0,D
4713,91,2014,0,22.3,6,3,17,1,2,0,D
4714,84,2014,2,105.6,7,3,7,2,0,0,W
4714,75,2014,0,77.34,9,4,10,2,0,0,L
4715,82,2014,1,203.73,18,2,9,10,2,0,L
4715,86,2014,2,73.97,8,2,12,2,4,0,W
4716,92,2014,1,155.56,14,3,12,5,4,0,L
4716,72,2014,3,132.19,15,6,7,4,2,0,W
4717,89,2014,1,184.07,19,7,13,4,3,0,D
4717,80,2014,1,98.99,9,4,14,7,5,1,D
4718,202,2014,2,81.67,11,4,11,2,0,0,W
4718,71,2014,0,118.71,15,6,14,4,2,0,L
4719,83,2014,2,207.8,15,6,11,0,3,0,D
4719,88,2014,2,230.83,15,8,15,3,4,0,D
4720,80,2014,4,356.58,30,9,12,7,0,0,W
4720,84,2014,2,102.15,12,2,11,4,3,0,L
4721,78,2014,0,78.05,16,3,12,5,2,0,D
4721,92,2014,0,124.93,11,3,10,5,3,0,D
4722,74,2014,4,211.74,10,7,15,5,0,0,W
4722,86,2014,0,115.03,9,4,7,5,2,0,L
4723,85,2014,0,164.78,27,6,8,13,3,0,L
4723,75,2014,1,59.83,8,1,15,3,0,0,W
4724,77,2014,2,33.9,7,1,10,5,5,0,D
4724,82,2014,2,203.69,16,6,13,5,1,0,D
4725,76,2014,0,60.21,13,3,12,9,2,0,L
4725,72,2014,2,80.75,12,5,8,1,3,0,W
4726,87,2014,0,72.81,18,1,9,7,2,0,L
4726,71,2014,1,70.17,5,1,10,6,1,0,W
4727,89,2014,4,220.91,18,9,11,3,1,0,W
4727,202,2014,0,56.35,9,2,8,1,0,0,L
4728,91,2014,2,43.91,11,6,12,3,3,0,D
4728,81,2014,2,66.17,17,5,7,10,1,0,D
4729,202,2014,2,105.64,21,5,6,10,2,0,D
4729,85,2014,2,145.85,8,4,15,1,4,0,D
4730,84,2014,0,52.03,5,2,11,2,0,1,L
4730,74,2014,1,75.02,11,4,15,4,4,0,W
4731,71,2014,0,64.9,6,2,11,5,1,0,L
4731,83,2014,3,136.22,9,3,9,5,3,0,W
4732,92,2014,0,71.07,16,6,14,5,1,0,D
4732,77,2014,0,64.35,14,6,14,1,2,0,D
4733,86,2014,2,191.63,25,7,11,4,4,0,D
4733,91,2014,2,85.43,10,3,11,2,2,0,D
4734,81,2014,3,126.03,13,7,16,7,4,0,W
4734,87,2014,1,37.84,11,5,11,5,1,0,L
4735,82,2014,0,43.86,7,1,12,9,2,0,L
4735,76,2014,1,108.4,10,4,7,7,2,0,W
4736,75,2014,5,254.22,15,5,11,2,1,0,W
4736,89,2014,3,171.19,16,5,9,4,1,1,L
4737,88,2014,1,105.59,16,4,16,14,3,1,D
4737,80,2014,1,102.09,6,2,12,2,4,0,D
4738,72,2014,2,256.12,17,6,8,7,2,0,L
4738,78,2014,3,162.89,10,3,13,1,2,0,W
4739,87,2014,1,152.86,24,8,8,8,2,0,D
4739,72,2014,1,47.59,11,5,9,2,1,0,D
4740,89,2014,2,52.02,8,3,10,7,1,1,W
4740,81,2014,1,127.45,13,4,12,10,3,0,L
4741,74,2014,2,234.46,19,9,12,6,2,0,W
4741,202,2014,1,45.63,10,2,11,3,1,0,L
4742,80,2014,3,314.22,17,8,11,9,2,0,W
4742,71,2014,0,22.89,7,1,9,2,2,0,L
4743,78,2014,2,211.44,16,6,14,6,0,0,W
4743,75,2014,0,45.35,7,1,9,6,2,0,L
4744,91,2014,2,112.37,10,5,10,3,0,0,L
4744,88,2014,4,178.95,20,6,6,8,2,0,W
4745,77,2014,0,139.65,15,3,13,10,2,0,D
4745,84,2014,0,15.64,7,1,15,1,1,1,D
4746,83,2014,1,126.47,16,6,7,15,3,0,D
4746,82,2014,1,67.35,6,4,16,5,6,0,D
4747,76,2014,4,181.13,20,6,7,10,1,0,W
4747,92,2014,0,47.38,10,2,9,2,2,0,L
4748,85,2014,1,156.2,12,3,20,2,1,0,W
4748,86,2014,0,113.99,16,1,15,10,2,0,L
4749,89,2014,1,116.64,14,5,14,4,2,0,L
4749,84,2014,2,27.81,5,4,20,0,4,0,W
4750,75,2014,2,127.83,11,3,16,3,1,0,D
4750,72,2014,2,61.33,13,3,10,6,1,0,D
4751,202,2014,0,190.07,19,6,10,8,1,0,L
4751,91,2014,1,111.76,11,4,10,9,2,0,W
4752,85,2014,0,42.34,12,2,14,2,0,0,L
4752,71,2014,1,90.98,7,1,9,8,3,0,W
4753,76,2014,2,168.34,10,5,18,6,3,0,D
4753,77,2014,2,99.19,7,2,9,3,1,0,D
4754,81,2014,0,185.31,18,4,12,8,1,1,L
4754,82,2014,1,101.71,10,4,10,5,0,1,W
4755,83,2014,2,155.41,14,6,13,9,2,0,W
4755,78,2014,1,15.82,4,2,19,3,2,1,L
4756,87,2014,2,133.19,12,5,8,2,1,0,W
4756,74,2014,1,155.25,12,6,11,6,2,0,L
4757,86,2014,0,96.56,12,0,8,3,1,0,L
4757,88,2014,2,148.05,13,5,11,3,5,0,W
4758,92,2014,1,37.11,9,2,6,4,1,0,L
4758,80,2014,3,213,11,3,7,3,1,0,W
4759,71,2014,0,50.75,10,0,11,7,4,0,D
4759,86,2014,0,69.93,11,4,8,7,0,1,D
4760,80,2014,2,202.94,27,10,11,8,0,0,W
4760,75,2014,0,55.09,6,4,11,7,1,0,L
4761,78,2014,1,61.73,9,4,14,6,1,0,L
4761,81,2014,3,133.96,17,8,11,9,3,0,W
4762,74,2014,0,66.59,9,2,14,1,1,0,D
4762,76,2014,0,66.58,8,2,15,5,2,0,D
4763,84,2014,1,91.42,10,5,14,2,2,0,W
4763,92,2014,0,84.33,12,1,13,3,1,0,L
4764,72,2014,2,133.43,8,2,10,3,1,0,D
4764,83,2014,2,143.36,13,3,18,3,4,0,D
4765,91,2014,1,87.02,9,2,10,4,1,1,D
4765,85,2014,1,160.92,19,3,10,5,3,0,D
4766,82,2014,4,238.89,18,5,12,7,0,0,W
4766,202,2014,0,107.62,9,1,6,6,1,0,L
4767,77,2014,1,66.65,11,3,10,4,0,0,D
4767,89,2014,1,94.16,10,3,15,4,2,0,D
4768,88,2014,3,131.38,9,4,13,6,1,0,W
4768,87,2014,1,90.19,11,3,7,7,1,0,L
4769,92,2014,0,51.37,9,3,10,3,2,0,D
4769,89,2014,0,46.73,7,2,14,6,2,0,D
4770,88,2014,0,89.18,16,2,14,11,2,0,L
4770,85,2014,1,29.98,7,2,5,4,1,0,W
4771,86,2014,3,169.78,18,4,12,11,1,0,D
4771,78,2014,3,166.06,12,7,19,4,3,0,D
4772,202,2014,1,127.28,18,5,8,4,1,0,W
4772,77,2014,0,96.43,16,6,9,6,2,0,L
4773,84,2014,3,202.64,15,8,10,0,1,0,W
4773,76,2014,0,69.67,16,2,8,7,2,0,L
4774,81,2014,1,63.52,4,2,11,2,2,0,L
4774,74,2014,3,157.51,18,8,13,9,1,0,W
4775,72,2014,3,144.91,16,6,7,8,1,0,L
4775,80,2014,6,202.67,12,8,16,2,3,0,W
4776,71,2014,2,63.93,11,4,9,3,1,0,W
4776,91,2014,1,28.89,9,3,10,7,4,0,L
4777,82,2014,0,48.59,7,1,14,7,0,0,L
4777,87,2014,3,274.32,17,8,11,3,4,0,W
4778,75,2014,1,80.97,9,3,14,5,3,0,D
4778,83,2014,1,229.65,24,6,6,10,1,0,D
4779,102,2014,0,91.29,18,2,14,4,4,0,L
4779,98,2014,1,115.29,14,5,14,4,1,0,W
4780,104,2014,0,40.07,6,2,12,6,2,0,D
4780,100,2014,0,165.52,13,2,22,6,3,0,D
4781,95,2014,2,87.2,15,6,19,7,3,0,W
4781,101,2014,0,44.23,10,3,21,8,3,0,L
4782,106,2014,0,89.53,23,3,15,11,3,0,D
4782,109,2014,0,85.96,11,4,10,5,1,0,D
4783,94,2014,0,81.59,14,3,14,6,1,2,L
4783,99,2014,1,274.68,20,4,16,5,4,0,W
4784,107,2014,1,159.75,16,6,12,9,2,0,D
4784,96,2014,1,156.63,14,5,21,5,6,0,D
4785,110,2014,3,331.33,24,12,11,9,1,0,W
4785,203,2014,1,90.95,13,1,17,5,1,0,L
4786,105,2014,3,313.35,27,7,13,15,2,0,W
4786,111,2014,0,11.21,2,1,9,1,0,1,L
4787,116,2014,4,208.64,11,7,10,4,3,0,W
4787,230,2014,0,99.2,21,3,12,4,1,0,L
4788,113,2014,0,96.13,19,5,14,5,3,0,L
4788,108,2014,1,126.48,21,6,13,6,1,0,W
4789,98,2014,1,41.05,13,4,15,8,1,0,D
4789,116,2014,1,181.71,15,6,7,3,1,0,D
4790,111,2014,2,240.3,11,4,15,6,4,0,W
4790,95,2014,1,147.72,15,3,16,5,3,0,L
4791,109,2014,2,199.99,19,4,15,11,3,0,D
4791,94,2014,2,207.57,14,3,15,3,5,0,D
4792,99,2014,1,190.48,15,3,9,5,1,0,L
4792,102,2014,4,431.49,20,11,18,6,4,0,W
4793,100,2014,2,453.85,24,8,17,13,1,0,L
4793,107,2014,3,140.15,10,7,14,3,2,1,W
4794,203,2014,2,249.52,13,6,15,3,2,0,L
4794,104,2014,3,124.04,12,7,18,4,0,0,W
4795,230,2014,2,130.04,13,5,9,4,2,0,D
4795,105,2014,2,145.31,23,12,11,10,1,0,D
4796,108,2014,2,116.43,16,3,8,8,1,0,L
4796,110,2014,3,112.85,11,5,10,4,2,0,W
4797,96,2014,1,130.25,11,6,14,8,3,2,L
4797,106,2014,2,223.37,14,7,14,3,3,0,W
4798,101,2014,5,155.14,13,8,13,5,2,0,W
4798,113,2014,1,53.6,9,4,15,2,4,0,L
4799,106,2014,1,195.16,20,7,21,9,5,0,L
4799,98,2014,2,181.66,14,4,7,3,2,0,W
4800,102,2014,0,112.12,8,1,13,5,2,0,L
4800,96,2014,1,102.85,14,2,20,6,0,0,W
4801,104,2014,3,148.37,6,5,14,3,2,0,W
4801,111,2014,2,72.77,11,3,20,4,4,2,L
4802,116,2014,0,145.23,19,7,14,4,3,0,L
4802,100,2014,1,172.87,17,6,20,3,3,0,W
4803,107,2014,1,254.96,17,6,11,9,3,0,L
4803,101,2014,4,123.8,13,7,22,7,1,0,W
4804,94,2014,2,118.51,14,4,12,5,1,0,W
4804,108,2014,1,121.18,16,6,14,4,2,0,L
4805,113,2014,2,288.08,25,9,8,6,3,0,W
4805,109,2014,0,17.83,7,1,9,1,0,0,L
4806,95,2014,2,252.51,19,6,13,10,3,0,W
4806,99,2014,1,103.06,8,3,12,5,2,0,L
4807,110,2014,3,195.29,22,10,9,12,1,0,W
4807,230,2014,0,116.85,16,4,10,4,1,0,L
4808,105,2014,3,192.11,15,4,9,6,2,0,W
4808,203,2014,2,51.38,7,4,17,1,2,0,L
4809,98,2014,3,170.38,13,5,15,3,1,0,W
4809,105,2014,1,196.75,20,8,12,8,1,1,L
4810,101,2014,3,208.76,17,7,14,13,3,0,W
4810,106,2014,2,204.04,16,5,10,5,4,0,L
4811,108,2014,1,166.05,18,4,12,4,3,0,D
4811,102,2014,1,50.23,11,5,13,5,3,0,D
4812,230,2014,2,110.36,14,7,11,6,1,0,D
4812,94,2014,2,141.69,12,7,11,3,2,0,D
4813,203,2014,0,33.21,11,2,21,4,3,0,L
4813,116,2014,1,101.4,13,4,15,8,0,0,W
4814,100,2014,2,103.84,9,5,16,7,2,0,L
4814,110,2014,3,99.64,10,4,17,8,3,1,W
4815,109,2014,1,97.76,14,8,17,6,1,0,D
4815,107,2014,1,76.01,11,3,13,5,0,0,D
4816,99,2014,0,56.96,15,3,13,11,1,1,L
4816,104,2014,1,72.53,12,3,12,4,1,0,W
4817,111,2014,3,192.71,15,5,9,5,4,1,W
4817,113,2014,0,101.8,14,3,18,5,2,1,L
4818,96,2014,1,142.4,16,3,16,4,4,0,L
4818,95,2014,2,132.91,6,2,12,8,4,0,W
4819,94,2014,2,129.82,16,4,17,6,3,0,D
4819,98,2014,2,198.71,16,4,10,4,1,1,D
4820,107,2014,1,126.85,16,1,19,5,3,0,L
4820,111,2014,3,225.29,9,5,19,6,0,0,W
4821,116,2014,4,120.52,14,5,11,4,1,0,W
4821,99,2014,3,54.64,11,6,13,5,4,0,L
4822,102,2014,2,138.9,17,7,12,7,0,0,D
4822,230,2014,2,101.72,10,3,13,4,1,0,D
4823,95,2014,1,50.95,7,2,13,2,2,0,L
4823,100,2014,2,288.58,12,3,13,5,3,0,W
4824,105,2014,2,295.67,16,7,16,4,0,1,L
4824,96,2014,4,164.2,7,5,15,2,4,1,W
4825,104,2014,3,265.5,16,6,12,5,3,0,W
4825,101,2014,1,220.22,17,7,22,7,4,1,L
4826,106,2014,4,307.03,32,9,13,6,1,0,W
4826,108,2014,3,204.11,11,5,13,0,2,0,L
4827,113,2014,5,400.73,18,9,6,5,0,0,W
4827,203,2014,0,24.42,7,1,10,1,2,0,L
4828,110,2014,3,220.56,26,13,10,3,2,0,W
4828,109,2014,0,66.37,13,2,9,3,1,1,L
4829,95,2014,1,122.73,7,2,18,2,4,0,W
4829,105,2014,0,97.58,13,5,10,5,1,0,L
4830,106,2014,1,105.67,18,6,10,5,2,0,D
4830,230,2014,1,54.3,13,2,12,2,0,0,D
4831,116,2014,1,36.86,10,3,20,3,4,1,L
4831,96,2014,3,445.42,14,10,19,1,4,0,W
4832,100,2014,1,182.99,16,3,14,5,2,0,L
4832,111,2014,2,172.12,13,5,12,6,3,0,W
4833,107,2014,1,63.54,12,4,17,6,3,1,L
4833,113,2014,2,67.6,11,7,29,6,5,1,W
4834,101,2014,1,126.79,13,5,18,9,2,0,D
4834,99,2014,1,164.5,14,6,17,5,3,0,D
4835,94,2014,3,142.45,15,5,16,7,3,0,D
4835,203,2014,3,106.23,20,8,12,4,3,0,D
4836,104,2014,1,147.24,7,2,17,4,3,1,W
4836,109,2014,0,63.52,14,3,11,9,2,0,L
4837,110,2014,2,226.46,20,5,7,6,2,0,W
4837,102,2014,0,51.24,9,0,12,3,1,0,L
4838,98,2014,2,206.69,16,7,11,5,2,0,W
4838,108,2014,0,44.54,12,4,8,4,2,0,L
4839,230,2014,1,122.12,17,7,8,2,2,0,W
4839,99,2014,0,54.37,7,0,16,4,1,0,L
4840,101,2014,2,256.31,19,6,16,7,2,0,W
4840,116,2014,0,161.39,14,6,21,8,3,0,L
4841,230,2014,1,31.94,9,1,17,4,3,0,W
4841,98,2014,0,91.44,19,3,12,4,3,0,L
4842,94,2014,0,146.95,18,5,6,4,2,0,L
4842,106,2014,3,238.39,12,2,13,5,4,0,W
4843,203,2014,0,47.64,16,1,19,3,2,0,L
4843,109,2014,1,181.43,16,5,16,5,1,0,W
4844,96,2014,4,165.02,9,6,24,2,3,1,W
4844,108,2014,0,89.79,12,5,12,7,0,0,L
4845,105,2014,3,119.47,11,6,22,4,3,0,W
4845,110,2014,0,25.39,6,0,16,4,1,0,L
4846,99,2014,1,44.85,11,1,16,7,3,0,L
4846,100,2014,3,186.15,11,5,15,3,0,0,W
4847,113,2014,1,113.76,14,2,11,4,5,0,D
4847,95,2014,1,190.08,22,6,9,7,3,0,D
4848,107,2014,2,125.96,11,5,21,2,2,1,W
4848,104,2014,1,29.61,7,2,18,1,1,1,L
4849,111,2014,1,123.08,26,6,11,7,3,0,D
4849,102,2014,1,55.77,11,3,17,5,2,0,D
4850,101,2014,2,278.37,15,4,15,7,3,0,W
4850,230,2014,0,59.54,9,3,23,2,5,0,L
4851,102,2014,0,120.48,18,3,8,13,2,0,D
4851,203,2014,0,16.92,5,3,19,4,3,0,D
4852,98,2014,2,63.51,8,4,12,2,3,0,W
4852,96,2014,0,49.37,17,3,22,9,4,1,L
4853,104,2014,1,109.38,9,1,16,4,2,0,D
4853,113,2014,1,198.04,21,8,16,6,3,0,D
4854,109,2014,1,100.43,16,7,18,4,3,0,D
4854,99,2014,1,22.38,8,1,15,3,4,0,D
4855,108,2014,2,106.99,12,5,11,13,0,0,D
4855,230,2014,2,102.85,15,5,16,2,1,0,D
4856,100,2014,2,186.03,14,7,21,6,4,0,W
4856,101,2014,1,90.74,10,1,18,5,3,0,L
4857,95,2014,1,156.5,17,7,15,11,4,0,D
4857,107,2014,1,91.91,5,3,19,1,5,0,D
4858,116,2014,0,52.19,7,3,13,6,4,0,L
4858,105,2014,3,105.46,14,4,14,5,1,1,W
4859,106,2014,0,149.99,17,3,16,9,4,0,D
4859,111,2014,0,17.17,7,3,10,3,2,0,D
4860,110,2014,0,165.83,21,3,16,11,2,0,L
4860,94,2014,1,156.96,12,4,21,7,5,0,W
4861,99,2014,2,142.97,21,5,26,9,2,0,W
4861,111,2014,1,52.33,6,1,16,1,1,0,L
4862,106,2014,2,131.24,11,3,17,4,5,0,W
4862,95,2014,1,47.5,11,4,14,4,4,0,L
4863,107,2014,2,188.31,17,5,17,7,3,0,D
4863,108,2014,2,244.97,21,10,15,1,1,0,D
4864,230,2014,1,111.51,8,5,19,3,4,0,W
4864,100,2014,0,180.24,13,3,11,5,0,0,L
4865,113,2014,2,170.24,12,3,17,3,3,0,W
4865,98,2014,1,162.63,19,5,16,2,1,0,L
4866,101,2014,3,340.71,19,5,13,11,2,0,W
4866,203,2014,1,124.62,13,4,18,7,3,1,L
4867,96,2014,1,188.34,23,7,16,8,2,0,D
4867,109,2014,1,20.15,7,1,16,2,5,0,D
4868,94,2014,3,175.88,15,9,10,6,3,1,W
4868,104,2014,2,207.56,18,7,17,4,2,0,L
4869,110,2014,1,212.69,19,2,14,10,1,0,L
4869,116,2014,3,216,15,7,15,3,5,0,W
4870,105,2014,4,234.96,27,11,11,8,1,0,W
4870,102,2014,2,27.43,9,2,13,4,2,0,L
4871,99,2014,1,59.36,9,1,12,5,4,2,L
4871,106,2014,2,226.6,23,11,20,5,4,0,W
4872,104,2014,0,44.78,11,6,17,5,3,0,L
4872,95,2014,3,80.13,8,5,13,2,3,0,W
4873,96,2014,4,187.02,11,7,10,9,1,0,W
4873,230,2014,0,41.15,11,3,8,2,3,0,L
4874,100,2014,2,247.89,16,3,9,8,2,0,D
4874,113,2014,2,105.7,14,4,17,4,3,0,D
4875,203,2014,2,263.37,10,5,21,2,3,0,D
4875,107,2014,2,141.32,16,7,18,3,4,0,D
4876,109,2014,1,96.07,10,3,23,3,2,0,W
4876,116,2014,0,40.42,10,1,21,6,4,2,L
4877,98,2014,3,169.22,12,5,11,5,1,0,W
4877,110,2014,2,205.43,13,2,16,9,3,0,L
4878,111,2014,1,96.64,11,5,16,7,2,1,L
4878,101,2014,3,301.43,17,9,20,9,4,0,W
4879,102,2014,1,151.7,21,5,11,6,2,1,D
4879,94,2014,1,101.85,12,4,14,7,4,0,D
4880,108,2014,4,119.68,10,4,13,6,3,0,W
4880,105,2014,2,101.97,14,5,17,4,2,0,L
4881,116,2014,1,130.22,22,5,15,10,3,0,L
4881,94,2014,2,152.49,5,3,21,1,3,0,W
4882,100,2014,0,115.9,17,3,14,9,3,0,D
4882,108,2014,0,118.53,15,3,16,3,3,0,D
4883,107,2014,1,183.58,14,3,18,5,2,0,L
4883,102,2014,2,212.92,22,7,19,8,4,0,W
4884,203,2014,1,126.47,17,3,14,5,4,0,W
4884,99,2014,0,37.9,10,3,16,7,3,0,L
4885,104,2014,0,81.18,10,4,16,0,4,0,L
4885,96,2014,3,394.78,18,6,17,3,2,0,W
4886,106,2014,0,61.41,12,5,15,5,3,0,L
4886,110,2014,1,68.77,8,4,12,1,2,0,W
4887,113,2014,1,96.3,10,4,11,2,2,0,W
4887,105,2014,0,72.75,15,3,10,6,3,0,L
4888,95,2014,1,35.56,8,3,11,1,NA,1,D
4888,98,2014,1,63.41,10,1,16,5,5,0,D
4889,102,2014,2,130.57,17,5,19,7,2,0,W
4889,116,2014,0,53.9,10,4,13,1,1,1,L
4890,111,2014,2,217.25,18,4,11,9,1,0,D
4890,94,2014,2,155.23,13,4,20,3,3,0,D
4891,203,2014,0,5.14,3,2,17,5,1,0,D
4891,100,2014,0,27.6,7,1,15,3,2,0,D
4892,109,2014,0,69.7,10,2,19,4,4,0,D
4892,95,2014,0,72.34,11,2,16,8,2,0,D
4893,108,2014,1,117.74,6,2,15,9,2,0,D
4893,101,2014,1,91.54,15,2,15,6,2,0,D
4894,230,2014,0,55.67,14,4,24,5,1,1,D
4894,107,2014,0,22.24,8,2,18,4,2,0,D
4895,99,2014,3,120.06,12,3,14,3,3,0,W
4895,113,2014,2,111.6,14,7,16,4,2,0,L
4896,105,2014,2,146.21,17,7,16,5,1,1,D
4896,106,2014,2,148.02,13,5,19,5,3,0,D
4897,96,2014,4,370.25,16,13,12,3,2,0,W
4897,110,2014,0,20.05,6,0,10,5,3,0,L
4898,98,2014,1,78.05,16,4,21,13,2,0,W
4898,104,2014,0,9.29,2,1,18,1,4,0,L
4899,100,2014,0,24.72,7,0,10,5,3,0,L
4899,98,2014,1,51.01,12,3,19,4,4,0,W
4900,116,2014,1,97.7,16,5,11,4,2,0,D
4900,108,2014,1,67.08,14,2,12,5,1,0,D
4901,101,2014,0,110.08,19,3,17,3,4,0,L
4901,109,2014,2,128.33,15,6,18,5,3,0,W
4902,104,2014,4,241.62,15,7,15,4,2,0,W
4902,230,2014,1,33.53,8,3,32,3,4,1,L
4903,107,2014,0,74.16,19,5,17,5,2,1,D
4903,99,2014,0,27.05,8,0,16,3,3,0,D
4904,94,2014,2,173.3,12,5,16,5,5,1,W
4904,105,2014,0,59.78,16,7,10,6,5,0,L
4905,106,2014,1,124.12,19,4,15,7,1,0,D
4905,203,2014,1,30.63,9,1,18,2,1,0,D
4906,113,2014,0,40.07,9,2,7,5,3,0,L
4906,96,2014,2,145.19,16,5,15,6,2,0,W
4907,110,2014,2,176.68,19,5,11,8,3,0,W
4907,111,2014,1,79.04,6,2,15,8,4,0,L
4908,95,2014,0,181.15,17,9,11,12,2,1,L
4908,102,2014,2,113.56,8,2,17,3,3,0,W
4909,109,2014,1,178.72,14,5,16,5,1,0,W
4909,100,2014,0,125.96,18,3,17,8,1,1,L
4910,111,2014,3,232.04,14,7,15,10,1,0,W
4910,116,2014,1,108.89,11,1,13,5,4,0,L
4911,108,2014,3,208.64,14,6,12,10,0,0,W
4911,104,2014,1,61.99,11,1,14,4,2,0,L
4912,98,2014,1,163.98,13,4,11,5,1,0,W
4912,101,2014,0,25.61,9,1,19,4,4,0,L
4913,96,2014,2,172.38,23,7,10,12,0,0,W
4913,94,2014,0,14.01,3,0,9,1,1,0,L
4914,102,2014,1,141.72,10,2,9,5,3,0,W
4914,106,2014,0,40.46,12,2,17,7,6,0,L
4915,203,2014,0,23.2,7,1,17,7,3,0,L
4915,95,2014,1,102.79,15,4,14,3,2,0,W
4916,99,2014,2,205.12,11,5,12,8,3,0,D
4916,110,2014,2,124.41,13,5,11,6,3,0,D
4917,105,2014,1,161.96,20,10,17,8,4,0,D
4917,107,2014,1,74.05,9,3,16,5,4,1,D
4918,230,2014,0,73.81,16,1,16,8,4,1,L
4918,113,2014,2,170.9,15,5,11,5,2,0,W
4919,104,2014,3,132.62,10,3,15,5,3,1,W
4919,106,2014,1,130.38,14,4,14,8,4,1,L
4920,99,2014,0,49.24,11,2,13,5,2,0,D
4920,98,2014,0,90.46,13,2,16,9,1,0,D
4921,203,2014,2,97.32,14,4,15,2,1,0,W
4921,96,2014,1,28.23,10,6,14,5,3,0,L
