gameID,teamID,season,goals,goals_percent,shots,shotsOnTarget,fouls,corners,yellowCards,redCards,result
7386,84,2017,1,84.33,13,4,10,5,2,0,W
7386,92,2017,0,43.07,13,1,9,2,1,0,L
7387,82,2017,1,263.56,18,6,13,10,2,0,W
7387,83,2017,0,48.73,6,1,9,2,1,0,L
7388,81,2017,2,183.36,8,4,11,8,1,0,W
7388,90,2017,0,79.99,11,4,7,7,1,0,L
7389,83,2017,0,130.17,10,5,11,6,1,0,L
7389,88,2017,3,192.61,9,5,11,1,1,0,W
7390,73,2017,2,120.65,15,5,12,8,1,0,D
7390,86,2017,2,423.57,15,4,10,1,4,0,D
7391,220,2017,4,329.13,16,5,17,3,1,0,W
7391,84,2017,1,44.32,11,1,6,5,0,0,L
7392,90,2017,1,60.69,13,5,10,6,3,0,W
7392,72,2017,0,66.51,5,1,9,5,1,0,L
7393,89,2017,2,130.04,10,5,13,3,2,0,W
7393,80,2017,1,168.96,14,7,12,4,2,0,L
7394,76,2017,1,150.16,10,3,11,6,1,0,L
7394,219,2017,2,118.1,16,7,9,3,1,0,W
7395,87,2017,4,392.05,21,12,7,8,0,0,W
7395,81,2017,1,33.53,7,4,7,2,2,0,L
7396,75,2017,1,112.49,19,9,10,13,1,0,D
7396,85,2017,1,16.61,6,2,16,1,3,0,D
7397,78,2017,0,18.5,5,3,12,2,0,0,L
7397,82,2017,1,165.07,14,4,5,13,1,0,W
7398,92,2017,1,128.18,9,3,8,7,1,0,D
7398,74,2017,1,65.9,13,6,14,5,0,0,D
7399,220,2017,2,148.5,13,6,13,6,3,0,W
7399,83,2017,1,80.15,15,7,12,11,3,0,L
7400,92,2017,2,233.52,21,8,9,10,1,0,W
7400,72,2017,1,179.99,10,4,12,4,1,1,L
7401,78,2017,2,74.14,10,4,10,3,1,0,L
7401,89,2017,3,125.44,17,8,8,7,3,0,W
7402,75,2017,1,297.8,22,4,11,13,2,0,D
7402,73,2017,1,140.35,9,3,7,1,1,0,D
7403,87,2017,2,156.94,14,3,7,8,0,0,W
7403,86,2017,0,25.53,7,2,9,3,0,0,L
7404,88,2017,1,95.33,13,3,8,5,2,0,W
7404,80,2017,0,11.83,3,0,9,2,1,0,L
7405,74,2017,0,98.29,18,6,8,15,0,0,D
7405,85,2017,0,38.53,12,3,13,4,1,0,D
7406,84,2017,4,230.84,9,8,9,4,0,0,W
7406,81,2017,1,49.72,7,2,14,5,3,0,L
7407,82,2017,2,163.79,15,7,6,8,1,0,W
7407,219,2017,0,13.81,3,3,8,1,1,0,L
7408,90,2017,1,123.53,15,4,11,4,2,0,W
7408,76,2017,0,109.12,9,2,12,6,0,0,L
7409,83,2017,3,238.26,11,7,12,4,2,0,W
7409,90,2017,0,154.68,11,4,9,9,1,0,L
7410,73,2017,1,117.39,14,3,10,4,1,0,L
7410,82,2017,4,253.12,12,8,7,5,1,0,W
7411,80,2017,2,387.83,27,11,8,12,1,0,W
7411,78,2017,1,113.89,9,2,9,3,2,0,L
7412,72,2017,2,168.87,13,3,10,10,0,0,W
7412,220,2017,0,32.18,10,4,14,3,1,1,L
7413,219,2017,0,139.38,28,4,9,12,2,0,D
7413,84,2017,0,0,0,0,9,0,3,1,D
7414,89,2017,2,84.51,5,2,10,1,2,0,W
7414,87,2017,1,77.71,14,2,16,13,1,0,L
7415,86,2017,3,135.85,7,5,10,2,0,0,W
7415,74,2017,0,49.67,6,2,10,6,2,0,L
7416,85,2017,0,15.7,3,0,6,3,1,0,L
7416,88,2017,2,164.56,17,6,8,10,0,0,W
7417,76,2017,1,36.09,6,2,6,7,1,0,L
7417,75,2017,4,186.52,15,6,7,6,3,0,W
7418,81,2017,0,72.67,13,4,13,5,2,0,L
7418,92,2017,3,141.93,7,4,7,1,2,0,W
7419,73,2017,2,68.53,17,5,6,3,1,0,W
7419,76,2017,1,174.49,11,6,9,2,2,0,L
7420,92,2017,1,22.16,5,2,9,3,1,0,L
7420,80,2017,2,177.17,16,5,11,2,0,0,W
7421,219,2017,0,22.04,6,2,11,4,3,0,L
7421,78,2017,2,274.71,17,6,12,7,2,0,W
7422,75,2017,3,219.8,19,10,7,6,2,0,W
7422,83,2017,1,154.44,14,7,12,6,2,1,L
7423,87,2017,5,181.21,13,10,5,6,1,0,W
7423,90,2017,0,35.48,4,1,4,1,0,0,L
7424,88,2017,3,164.77,19,7,5,4,0,0,W
7424,220,2017,1,100.94,6,3,7,3,1,0,L
7425,85,2017,1,89.43,9,4,13,1,1,1,L
7425,72,2017,2,297.88,17,9,12,9,1,0,W
7426,84,2017,0,38.96,11,3,7,7,2,0,L
7426,74,2017,1,148.87,13,8,15,6,1,0,W
7427,82,2017,1,83.52,11,7,10,6,2,0,W
7427,86,2017,0,82.97,14,3,8,4,3,0,L
7428,81,2017,0,78.3,9,2,12,1,1,0,D
7428,89,2017,0,59.61,16,6,12,6,1,0,D
7429,83,2017,3,356.65,24,11,9,6,1,0,W
7429,85,2017,0,34.25,8,2,13,5,2,0,L
7430,220,2017,0,160.32,15,3,11,6,2,0,L
7430,75,2017,2,126.58,6,4,13,1,4,1,W
7431,80,2017,1,120.9,14,4,4,5,0,0,L
7431,82,2017,3,138.95,12,6,11,5,1,0,W
7432,78,2017,1,190.87,6,3,6,4,2,0,L
7432,87,2017,2,172.04,16,6,8,6,2,0,W
7433,72,2017,1,85.96,6,2,10,2,0,0,L
7433,88,2017,3,191.31,18,4,8,11,0,0,W
7434,81,2017,3,144.97,12,5,9,5,0,0,W
7434,74,2017,0,44.66,9,0,16,9,3,0,L
7435,89,2017,2,214.37,11,5,5,3,0,0,W
7435,84,2017,0,13.88,3,2,13,3,0,0,L
7436,86,2017,1,253.62,18,3,9,3,1,0,W
7436,219,2017,0,28.08,4,0,10,3,4,0,L
7437,90,2017,2,76.13,16,5,16,7,4,0,D
7437,73,2017,2,211.46,13,6,6,4,0,0,D
7438,76,2017,1,39.47,8,3,12,1,1,0,L
7438,92,2017,2,141.53,11,4,9,6,3,0,W
7439,83,2017,3,158.9,13,7,11,8,2,1,W
7439,74,2017,2,216.7,15,8,7,6,1,1,L
7440,73,2017,2,209.23,21,5,8,11,2,0,D
7440,78,2017,2,114.56,13,6,9,3,2,0,D
7441,220,2017,1,153.24,13,4,13,5,1,1,D
7441,219,2017,1,148.96,15,5,7,3,0,0,D
7442,80,2017,1,212.07,23,6,7,10,0,0,D
7442,81,2017,1,30.26,5,2,11,6,1,0,D
7443,72,2017,0,72.34,6,1,12,3,0,0,D
7443,87,2017,0,94.73,10,3,7,2,0,0,D
7444,75,2017,1,109.22,8,1,7,7,1,0,L
7444,86,2017,2,28.51,8,4,14,5,3,0,W
7445,88,2017,2,342.97,20,6,17,8,6,0,L
7445,89,2017,3,121.68,5,4,9,4,3,0,W
7446,85,2017,1,140.12,10,4,19,6,4,0,L
7446,82,2017,2,179.89,15,4,8,3,3,0,W
7447,90,2017,1,136.69,14,5,18,11,2,0,L
7447,92,2017,2,138.32,7,4,12,1,2,0,W
7448,76,2017,1,122.91,15,3,15,5,3,0,D
7448,84,2017,1,65.57,7,1,5,1,2,0,D
7449,92,2017,2,105.95,8,3,9,4,2,0,W
7449,75,2017,1,199.81,15,6,10,8,1,0,L
7450,78,2017,3,249.93,15,8,12,5,3,0,W
7450,220,2017,2,154.49,12,3,16,6,2,0,L
7451,219,2017,1,92.95,9,1,9,9,2,0,W
7451,90,2017,0,30.63,4,2,8,6,2,0,L
7452,87,2017,3,264.02,20,7,9,7,1,0,W
7452,73,2017,0,54.06,6,1,9,5,1,0,L
7453,89,2017,0,63.97,14,4,8,4,1,0,L
7453,76,2017,1,82.45,10,4,13,4,1,0,W
7454,86,2017,2,88.85,8,4,11,2,1,0,W
7454,83,2017,1,141.54,15,3,9,5,0,0,L
7455,74,2017,2,129.22,10,7,13,4,5,0,L
7455,80,2017,3,66.38,17,5,14,7,3,0,W
7456,84,2017,1,119.75,17,7,10,6,1,0,D
7456,72,2017,1,161.46,12,3,11,3,1,0,D
7457,82,2017,1,44.5,8,3,11,5,3,0,L
7457,88,2017,3,361.99,17,6,12,7,4,0,W
7458,81,2017,1,80.75,18,6,15,10,2,0,D
7458,85,2017,1,141.09,11,7,21,1,3,0,D
7459,83,2017,4,207.3,20,8,11,8,3,0,W
7459,81,2017,1,62.32,11,4,9,6,2,0,L
7460,80,2017,1,225.26,22,5,7,9,0,0,D
7460,219,2017,1,63.1,3,2,10,0,1,0,D
7461,72,2017,1,94.85,9,1,10,4,2,0,W
7461,86,2017,0,48.1,10,2,11,6,1,0,L
7462,220,2017,1,98.81,8,5,6,3,1,0,D
7462,82,2017,1,136.25,16,6,5,4,0,0,D
7463,73,2017,0,118.3,13,2,9,8,3,0,L
7463,89,2017,2,161.6,13,4,8,5,1,0,W
7464,75,2017,0,51.52,11,3,10,11,0,0,D
7464,74,2017,0,65.12,6,2,10,3,0,0,D
7465,88,2017,5,341.68,19,12,6,5,0,0,W
7465,84,2017,0,29.75,4,1,8,1,1,0,L
7466,85,2017,1,35.61,8,3,15,3,2,0,D
7466,92,2017,1,161.31,16,7,5,8,1,0,D
7467,90,2017,0,59.46,14,4,17,4,3,0,D
7467,78,2017,0,18.23,6,1,13,3,5,0,D
7468,76,2017,2,139.67,13,6,12,7,0,0,D
7468,87,2017,2,163.93,9,3,5,4,1,0,D
7469,92,2017,0,154.6,10,4,5,3,0,0,D
7469,220,2017,0,37.84,9,1,17,4,2,0,D
7470,78,2017,5,278.76,15,9,11,8,1,0,W
7470,75,2017,0,94.14,6,1,9,2,1,1,L
7471,219,2017,0,56.54,9,2,9,4,1,0,L
7471,72,2017,2,94.38,7,5,8,3,0,0,W
7472,87,2017,0,211.66,20,2,7,9,1,0,D
7472,85,2017,0,77.78,5,1,14,2,2,0,D
7473,89,2017,2,154.67,17,3,12,9,0,0,W
7473,83,2017,1,65.15,8,3,7,0,1,0,L
7474,86,2017,0,158.4,17,2,8,5,1,0,L
7474,76,2017,1,70.31,9,2,13,1,3,0,W
7475,74,2017,2,172.58,14,6,12,5,5,0,W
7475,73,2017,1,101.74,14,7,11,8,1,0,L
7476,84,2017,0,50.3,10,3,13,1,1,0,L
7476,80,2017,1,145.43,11,3,9,2,1,0,W
7477,82,2017,2,176.76,13,3,11,4,1,0,W
7477,90,2017,0,136.93,13,5,10,0,0,0,L
7478,81,2017,1,22.89,4,1,5,0,0,0,L
7478,88,2017,4,229.08,19,7,11,7,1,0,W
7479,75,2017,0,39.17,11,1,8,8,1,0,L
7479,81,2017,2,143.03,13,3,9,3,2,0,W
7480,88,2017,0,78.64,15,2,9,10,0,0,D
7480,219,2017,0,54.57,5,3,4,1,3,0,D
7481,85,2017,1,75.02,7,2,18,1,5,0,L
7481,78,2017,2,131.47,13,2,12,7,2,0,W
7482,90,2017,2,281.25,11,8,9,2,2,0,W
7482,86,2017,1,61.39,8,1,11,5,1,0,L
7483,76,2017,1,121.79,6,1,13,5,4,0,W
7483,82,2017,0,96.95,15,5,12,9,1,0,L
7484,220,2017,1,92.28,11,4,5,5,2,0,W
7484,89,2017,0,65.24,16,3,3,6,0,0,L
7485,80,2017,1,80.62,12,4,12,3,3,0,W
7485,87,2017,0,42.7,10,5,9,1,2,0,L
7486,72,2017,1,42.09,9,3,14,3,2,0,D
7486,74,2017,1,63.5,10,5,12,4,4,1,D
7487,83,2017,5,292.41,16,8,6,4,0,0,W
7487,92,2017,0,21.67,6,2,7,5,1,0,L
7488,73,2017,1,169.62,12,5,10,11,1,0,W
7488,84,2017,0,101.38,12,3,10,6,4,0,L
7489,81,2017,3,118.3,15,4,10,6,0,0,W
7489,72,2017,1,167.87,14,7,13,6,1,0,L
7490,82,2017,5,183.25,14,6,9,4,1,0,W
7490,75,2017,4,127.36,16,9,13,4,2,0,L
7491,84,2017,1,170.94,25,11,12,6,1,0,L
7491,85,2017,2,175.44,8,5,9,0,2,0,W
7492,92,2017,1,116.18,12,4,14,7,0,0,L
7492,73,2017,2,138.55,16,5,9,8,0,0,W
7493,78,2017,2,236.49,11,5,10,4,2,0,W
7493,76,2017,0,21.6,7,1,11,2,3,0,L
7494,219,2017,0,131.03,18,3,11,7,1,0,L
7494,83,2017,1,233.22,9,4,7,4,0,0,W
7495,87,2017,4,350.98,22,11,3,7,0,0,W
7495,220,2017,0,4.08,2,1,6,3,0,0,L
7496,89,2017,1,45.81,7,1,6,6,4,0,W
7496,90,2017,0,65.43,7,3,11,5,0,0,L
7497,86,2017,3,224.2,16,6,11,4,0,0,W
7497,80,2017,0,84.33,6,2,10,2,1,0,L
7498,74,2017,0,50.66,8,3,8,1,3,0,L
7498,88,2017,1,76.56,13,2,10,12,1,0,W
7499,98,2017,3,127.16,17,7,13,4,1,0,W
7499,116,2017,0,139.83,5,2,11,1,0,0,L
7500,94,2017,1,139.53,12,4,7,3,2,0,L
7500,105,2017,3,262.23,22,12,9,6,2,1,W
7501,107,2017,0,148.32,16,6,14,4,1,0,L
7501,95,2017,1,36.24,6,1,16,1,2,0,W
7502,97,2017,1,56.84,13,3,18,0,2,0,D
7502,113,2017,1,31.45,9,3,10,8,1,0,D
7503,106,2017,3,271.45,16,6,7,9,0,0,W
7503,110,2017,0,41.2,15,3,13,7,1,0,L
7504,96,2017,0,75.79,22,10,20,9,2,0,D
7504,221,2017,0,62.57,9,2,4,5,2,0,D
7505,102,2017,2,284.57,16,6,10,6,1,0,W
7505,222,2017,1,105.41,18,7,10,7,2,0,L
7506,104,2017,0,44.88,14,3,16,2,2,0,D
7506,101,2017,0,97.34,12,4,28,5,3,0,D
7507,99,2017,1,72.56,18,5,11,5,2,0,L
7507,109,2017,2,42.29,10,3,10,4,2,0,W
7508,115,2017,0,30.29,6,2,9,2,1,1,L
7508,111,2017,3,209.21,19,10,14,9,3,0,W
7509,101,2017,2,121.32,9,3,13,1,4,0,L
7509,98,2017,4,213.23,17,7,8,4,3,0,W
7510,95,2017,1,134.01,18,3,12,12,1,0,L
7510,106,2017,3,245.22,14,8,8,6,1,0,W
7511,113,2017,3,124.38,14,5,13,5,1,0,W
7511,104,2017,0,82.38,19,2,16,11,1,0,L
7512,221,2017,3,163.96,10,4,9,0,3,0,W
7512,99,2017,2,111.09,11,3,14,7,1,0,L
7513,111,2017,2,142.11,15,5,20,2,2,0,W
7513,116,2017,1,55.93,14,4,17,6,1,0,L
7514,105,2017,3,115.36,10,4,15,9,1,0,W
7514,107,2017,1,63.34,14,2,9,6,2,0,L
7515,222,2017,0,79.86,18,6,10,6,1,0,L
7515,97,2017,1,179.49,14,4,13,2,3,0,W
7516,109,2017,1,77.21,13,4,8,9,1,0,L
7516,96,2017,2,136.64,13,3,8,6,1,0,W
7517,115,2017,0,74.83,12,3,13,1,1,0,D
7517,94,2017,0,22.71,5,0,11,3,3,0,D
7518,110,2017,1,186.09,25,10,20,14,3,0,L
7518,102,2017,2,214.55,12,5,11,7,4,0,W
7519,107,2017,2,61.46,9,3,13,3,0,0,W
7519,104,2017,1,128.8,16,3,18,7,1,0,L
7520,222,2017,0,120.05,15,5,13,2,2,0,L
7520,113,2017,1,99.95,16,6,22,10,2,0,W
7521,97,2017,0,24.25,5,2,10,5,5,0,L
7521,105,2017,3,164.65,17,7,16,7,1,0,W
7522,116,2017,1,122.89,13,4,16,6,2,0,W
7522,115,2017,0,31.63,9,2,16,4,1,0,L
7523,94,2017,0,95.38,14,2,12,8,2,0,L
7523,110,2017,5,289.13,20,10,11,6,1,0,W
7524,106,2017,2,208.05,19,7,14,8,2,0,W
7524,221,2017,0,37.51,10,1,13,5,2,0,L
7525,98,2017,3,125.16,15,4,10,10,2,0,W
7525,109,2017,0,91.07,15,2,7,6,1,0,L
7526,96,2017,4,235.96,12,7,14,3,1,0,W
7526,111,2017,1,120.56,18,6,12,5,1,0,L
7527,102,2017,1,198.07,13,3,10,6,1,0,D
7527,95,2017,1,228.71,20,4,12,7,3,0,D
7528,99,2017,1,148.61,14,5,12,1,4,1,W
7528,101,2017,0,52.82,14,2,17,8,0,1,L
7529,109,2017,1,123.05,15,4,13,6,2,0,D
7529,107,2017,1,161.08,10,6,11,5,0,0,D
7530,115,2017,0,101.22,12,4,10,8,1,0,L
7530,106,2017,2,73.66,6,3,6,6,2,0,W
7531,110,2017,2,58.04,15,3,16,7,1,0,W
7531,97,2017,1,30.55,6,2,8,3,3,0,L
7532,101,2017,2,54.86,5,4,10,2,1,0,L
7532,96,2017,3,311.32,18,6,12,1,2,0,W
7533,111,2017,2,277.64,21,7,13,10,1,0,W
7533,99,2017,1,22.18,4,2,10,3,2,0,L
7534,105,2017,6,546.07,27,14,6,8,0,0,W
7534,222,2017,0,21.16,6,0,7,1,1,0,L
7535,95,2017,3,367.22,30,10,7,8,1,0,W
7535,94,2017,0,19.75,8,0,12,1,1,1,L
7536,104,2017,1,187.48,13,4,15,3,1,0,L
7536,98,2017,3,107.55,14,6,13,4,2,0,W
7537,221,2017,0,55.17,12,3,12,7,1,0,L
7537,116,2017,2,109.46,11,3,21,4,3,0,W
7538,113,2017,2,132.77,13,3,14,3,2,0,D
7538,102,2017,2,91.07,11,5,15,6,1,0,D
7539,107,2017,5,278.56,14,11,5,3,0,0,W
7539,115,2017,1,33.36,7,5,19,3,1,0,L
7540,222,2017,0,71.76,16,5,10,2,2,0,L
7540,95,2017,4,223.83,21,7,8,9,0,0,W
7541,97,2017,1,89.06,14,3,12,4,4,0,D
7541,106,2017,1,106.72,10,3,18,11,3,0,D
7542,116,2017,0,225.87,17,3,21,5,3,0,L
7542,104,2017,1,262.92,14,6,10,2,3,0,W
7543,101,2017,1,56.66,11,2,19,6,1,0,D
7543,109,2017,1,129.55,16,7,7,2,2,0,D
7544,94,2017,0,98.95,14,6,17,4,3,0,D
7544,102,2017,0,158.43,17,5,6,7,1,0,D
7545,98,2017,1,101,12,5,10,3,1,0,W
7545,110,2017,0,50.38,9,0,23,1,2,1,L
7546,96,2017,1,28.22,4,2,9,3,2,0,L
7546,105,2017,4,265.02,17,11,13,2,3,0,W
7547,111,2017,2,213.5,20,7,19,9,1,0,W
7547,221,2017,0,15.81,6,0,15,8,2,0,L
7548,99,2017,2,252.67,16,6,17,12,1,0,L
7548,113,2017,3,148.51,13,8,13,1,5,0,W
7549,116,2017,0,101.63,15,3,25,6,2,1,L
7549,109,2017,2,141.72,16,4,16,2,2,0,W
7550,115,2017,2,148.5,17,4,12,2,0,0,W
7550,222,2017,0,197.55,16,2,12,7,0,0,L
7551,110,2017,1,34.62,10,2,22,3,2,0,D
7551,107,2017,1,253.45,16,5,11,8,5,0,D
7552,94,2017,0,34.99,9,2,8,3,2,0,L
7552,96,2017,3,215.97,12,5,13,4,2,0,W
7553,106,2017,1,61.43,14,7,10,8,0,0,W
7553,101,2017,0,82.97,9,3,14,4,2,2,L
7554,98,2017,4,278.73,23,10,16,6,1,0,W
7554,113,2017,0,20.56,6,1,12,3,4,1,L
7555,95,2017,3,298.55,19,8,9,5,0,0,W
7555,99,2017,1,128.54,14,5,10,8,1,0,L
7556,102,2017,2,173.27,12,4,13,7,0,0,W
7556,111,2017,0,27.01,6,0,17,4,2,0,L
7557,104,2017,0,35.93,8,3,11,3,3,1,L
7557,97,2017,1,181.66,9,5,15,6,4,0,W
7558,221,2017,2,26.35,6,2,9,4,3,0,L
7558,105,2017,3,190.57,21,12,11,6,1,0,W
7559,107,2017,2,135.99,7,3,22,0,3,0,D
7559,98,2017,2,315.38,17,8,11,3,1,0,D
7560,222,2017,1,128.82,11,2,13,1,2,0,L
7560,106,2017,2,195.79,22,7,10,11,3,0,W
7561,109,2017,2,114.3,13,6,10,3,2,0,W
7561,110,2017,1,144.55,22,4,10,7,1,0,L
7562,101,2017,0,150.93,18,7,15,10,4,0,L
7562,97,2017,1,87,8,4,9,3,2,0,W
7563,96,2017,6,408.12,22,12,13,5,2,0,W
7563,104,2017,1,172.06,8,6,8,4,3,0,L
7564,111,2017,0,78.16,18,3,15,5,3,1,L
7564,95,2017,2,118.95,11,6,8,5,1,0,W
7565,105,2017,3,297.41,25,6,6,7,0,0,W
7565,116,2017,0,10.69,4,0,10,2,0,0,L
7566,221,2017,1,251.36,18,5,12,12,2,0,D
7566,115,2017,1,53.97,13,4,17,6,1,0,D
7567,113,2017,2,156.48,12,5,11,6,1,0,D
7567,94,2017,2,321.57,20,6,15,5,4,1,D
7568,99,2017,4,362.99,14,7,12,3,4,0,W
7568,102,2017,0,52.14,13,2,10,4,2,1,L
7569,97,2017,2,193.19,14,2,20,2,2,0,W
7569,221,2017,1,38.24,7,2,14,5,2,0,L
7570,116,2017,2,123.94,13,7,13,6,2,0,L
7570,101,2017,3,197.9,18,11,14,7,0,0,W
7571,115,2017,2,38.9,9,3,15,3,1,0,D
7571,113,2017,2,200.67,21,9,7,8,0,0,D
7572,110,2017,2,278.33,13,6,11,4,1,0,W
7572,99,2017,1,33.34,7,2,14,4,1,0,L
7573,94,2017,1,123.2,13,3,15,5,4,0,W
7573,222,2017,0,26.2,8,1,12,3,3,1,L
7574,106,2017,3,224.51,15,6,17,2,6,0,W
7574,111,2017,2,83.99,21,6,12,7,2,0,L
7575,98,2017,1,232.78,18,6,10,4,2,0,L
7575,96,2017,2,168.13,10,5,14,2,1,0,W
7576,95,2017,0,33.11,10,2,12,5,2,0,L
7576,105,2017,1,149.48,16,6,9,2,2,0,W
7577,102,2017,3,152.16,11,7,10,4,3,0,W
7577,107,2017,1,312.44,21,11,14,6,3,0,L
7578,104,2017,0,169.54,18,4,8,6,2,0,D
7578,109,2017,0,51.16,9,2,15,8,0,0,D
7579,107,2017,1,195.2,21,3,12,10,3,0,W
7579,97,2017,0,24.28,6,0,15,3,4,1,L
7580,222,2017,0,18.27,9,1,16,3,2,0,L
7580,110,2017,3,249.37,14,7,18,5,1,0,W
7581,109,2017,3,290.48,22,8,8,5,2,0,W
7581,94,2017,2,133.06,11,3,11,4,3,1,L
7582,96,2017,3,206.64,10,3,12,4,1,0,W
7582,116,2017,0,63.74,16,6,15,5,4,0,L
7583,111,2017,0,72.49,17,7,14,5,0,1,D
7583,101,2017,0,41.03,9,1,21,3,2,0,D
7584,105,2017,0,120.85,13,4,9,5,1,0,D
7584,106,2017,0,43.62,11,2,9,7,1,0,D
7585,102,2017,5,228.79,6,5,11,4,1,0,W
7585,115,2017,0,58.96,8,2,20,0,3,0,L
7586,221,2017,0,48.17,14,3,18,10,3,0,L
7586,104,2017,1,252.21,15,5,15,3,3,1,W
7587,113,2017,0,49.09,5,0,26,0,1,0,L
7587,95,2017,1,86.4,14,3,14,5,1,0,W
7588,99,2017,2,128.23,11,4,19,1,6,0,L
7588,98,2017,6,158.88,13,5,9,6,3,1,W
7589,107,2017,3,221.41,23,7,7,5,0,0,W
7589,94,2017,0,141.37,11,3,14,5,0,0,L
7590,97,2017,1,88.77,9,3,12,10,2,0,L
7590,96,2017,2,273.73,14,3,9,4,2,0,W
7591,116,2017,2,189.3,13,5,26,5,5,0,W
7591,222,2017,1,130.58,8,3,15,2,1,0,L
7592,109,2017,1,73.5,9,3,12,1,2,0,L
7592,111,2017,4,143.73,18,4,10,1,3,0,W
7593,110,2017,3,133.89,16,7,22,5,1,0,W
7593,113,2017,0,87.52,5,0,22,6,3,1,L
7594,101,2017,2,128.27,8,4,8,1,1,0,L
7594,105,2017,3,119.27,19,6,5,4,1,0,W
7595,106,2017,3,308.51,24,8,12,8,2,0,W
7595,102,2017,2,106.4,12,2,11,4,2,0,L
7596,98,2017,4,125.15,16,6,16,5,1,0,W
7596,221,2017,1,91,6,2,13,2,0,0,L
7597,95,2017,1,240.97,20,4,8,10,0,0,W
7597,115,2017,0,43.57,3,2,9,1,1,0,L
7598,104,2017,0,57.4,11,3,15,6,2,0,L
7598,99,2017,1,90.96,8,2,19,3,3,0,W
7599,222,2017,1,60.31,19,6,12,2,1,0,L
7599,96,2017,5,292.39,12,9,10,6,1,0,W
7600,115,2017,2,98.5,11,5,19,3,3,0,W
7600,110,2017,1,76.48,17,3,17,5,3,0,L
7601,94,2017,1,101.03,10,2,12,4,4,0,L
7601,106,2017,2,111.38,17,4,9,7,2,0,W
7602,111,2017,0,118.53,12,4,21,5,2,0,L
7602,98,2017,2,46.31,9,4,10,6,0,0,W
7603,105,2017,3,297.74,26,9,14,6,2,0,W
7603,104,2017,1,34.36,7,1,13,5,2,0,L
7604,95,2017,1,88.99,15,3,10,7,1,0,W
7604,97,2017,0,56.88,10,2,13,5,4,0,L
7605,102,2017,4,198.11,15,7,9,8,2,0,W
7605,109,2017,1,202.47,13,6,11,6,3,0,L
7606,221,2017,1,33.41,8,4,14,4,4,0,W
7606,101,2017,0,132.9,13,2,24,5,3,0,L
7607,113,2017,2,264.66,20,6,9,7,4,0,W
7607,116,2017,1,68.59,9,3,19,6,3,0,L
7608,99,2017,2,136.23,7,4,15,5,0,0,W
7608,107,2017,1,136.48,7,2,15,7,2,0,L
7609,107,2017,1,82.39,9,3,14,3,0,1,D
7609,221,2017,1,89.81,11,3,13,3,2,0,D
7610,97,2017,2,95.35,15,5,14,5,2,0,L
7610,115,2017,3,202.04,10,6,14,2,3,0,W
7611,116,2017,2,237.66,22,9,11,8,2,0,W
7611,94,2017,1,77.33,9,2,15,2,4,0,L
7612,109,2017,0,64.65,3,1,7,2,1,0,D
7612,105,2017,0,70.76,19,5,7,11,3,0,D
7613,110,2017,2,119.22,19,6,15,6,1,0,L
7613,95,2017,4,230.32,21,10,10,9,1,0,W
7614,101,2017,0,103.71,14,2,22,5,4,0,L
7614,102,2017,2,168.52,11,5,8,2,2,0,W
7615,106,2017,1,163.54,20,5,19,8,3,0,D
7615,113,2017,1,112.74,8,3,12,3,5,0,D
7616,98,2017,2,309.07,27,8,15,8,3,0,W
7616,222,2017,1,11.49,3,1,13,2,3,0,L
7617,96,2017,3,128.94,10,6,8,3,0,0,W
7617,99,2017,0,78.82,12,4,5,6,2,0,L
7618,104,2017,0,30.34,6,1,20,7,2,0,L
7618,111,2017,2,121.97,14,10,15,10,3,0,W
7619,222,2017,1,111.07,13,6,26,6,4,1,L
7619,104,2017,2,270.25,16,5,11,5,1,0,W
7620,115,2017,0,28.56,11,5,17,5,1,0,L
7620,101,2017,1,179.5,10,7,15,2,3,0,W
7621,94,2017,2,172.29,17,5,11,6,2,0,L
7621,97,2017,3,125.31,12,5,11,4,1,0,W
7622,106,2017,2,113.45,8,4,10,1,0,0,W
7622,107,2017,0,35.72,8,1,13,2,2,0,L
7623,105,2017,2,155.3,16,10,17,3,2,0,W
7623,111,2017,1,30.87,13,3,7,1,1,0,L
7624,95,2017,2,156.7,16,7,11,6,2,0,W
7624,96,2017,1,118.88,12,2,17,7,4,0,L
7625,102,2017,3,183.8,9,5,12,3,4,0,W
7625,98,2017,2,188.48,18,4,15,4,3,0,L
7626,221,2017,1,106.47,7,1,10,1,4,1,D
7626,110,2017,1,122.47,20,5,17,8,3,0,D
7627,113,2017,1,285.93,19,4,9,5,1,0,D
7627,109,2017,1,138.36,12,4,15,1,1,1,D
7628,99,2017,0,67.72,14,5,9,6,1,1,L
7628,116,2017,1,114.95,12,4,11,4,0,0,W
7629,107,2017,1,156.06,14,4,11,9,1,0,W
7629,222,2017,0,50.13,6,2,16,3,2,0,L
7630,97,2017,3,123.25,11,6,5,5,2,1,W
7630,102,2017,0,73.41,20,7,13,12,2,0,L
7631,116,2017,1,116.77,15,4,12,7,2,0,L
7631,106,2017,3,121.18,10,4,15,5,2,0,W
7632,109,2017,2,169.64,13,3,23,2,0,0,W
7632,221,2017,1,85.74,14,5,24,8,1,0,L
7633,101,2017,1,112.12,9,4,15,1,1,0,D
7633,95,2017,1,128.89,14,4,16,4,3,1,D
7634,98,2017,3,213.81,25,10,8,7,2,0,W
7634,115,2017,0,14.03,4,1,9,0,2,0,L
